reported_date,reported_date_year,reported_date_mon,reported_date_mon,victim_race,victim_age,victim_sex,city,lat,lon,disposition
20161218,2016,12,12,Black,19,Male,New York,40.65759,-73.92905,Open/No arrest
20161219,2016,12,12,Black,22,Male,New York,40.80662,-73.93677,Closed by arrest
20161220,2016,12,12,Black,24,Male,New York,40.83987,-73.88814,Closed by arrest
20161221,2016,12,12,Black,46,Male,New York,40.67803,-73.96381,Open/No arrest
20161225,2016,12,12,Black,30,Male,New York,40.64633,-73.9298,Open/No arrest
20161226,2016,12,12,Hispanic,36,Female,New York,40.83211,-73.94829,Closed by arrest
20161226,2016,12,12,Hispanic,4,Male,New York,40.83211,-73.94829,Closed by arrest
20161226,2016,12,12,Black,31,Male,New York,40.62424,-74.08076,Closed by arrest
20161230,2016,12,12,Black,27,Male,New York,40.83732,-73.91012,Open/No arrest
20161231,2016,12,12,Unknown,39,Male,New York,40.64827,-73.95575,Open/No arrest
20170101,2017,01,1,Hispanic,0,Female,New York,40.84538,-73.8821,Closed by arrest
20170102,2017,01,1,Hispanic,42,Male,New York,40.83113,-73.89037,Closed by arrest
20170102,2017,01,1,Black,31,Male,New York,40.68667,-73.8196,Closed by arrest
20170103,2017,01,1,Asian,1,Female,New York,40.74467,-73.87855,Closed by arrest
20170104,2017,01,1,Hispanic,28,Female,New York,40.72034,-73.97848,Closed by arrest
20170104,2017,01,1,White,56,Male,New York,40.78386,-73.97595,Closed by arrest
20170106,2017,01,1,Hispanic,48,Female,New York,40.84052,-73.87982,Open/No arrest
20170107,2017,01,1,Asian,0,Male,New York,40.5892,-74.16281,Closed by arrest
20170110,2017,01,1,White,59,Male,New York,40.78245,-73.96588,Closed by arrest
20170112,2017,01,1,Hispanic,44,Female,New York,40.65222,-73.95786,Closed by arrest
20170117,2017,01,1,Black,32,Female,New York,40.64976,-73.95038,Closed by arrest
20170117,2017,01,1,White,86,Female,New York,40.70651,-73.89284,Closed by arrest
20170121,2017,01,1,Hispanic,42,Female,New York,40.57612,-73.99983,Closed by arrest
20170122,2017,01,1,Hispanic,6,Male,New York,40.68983,-73.80109,Closed by arrest
20170123,2017,01,1,Hispanic,52,Female,New York,40.86893,-73.90277,Closed by arrest
20170124,2017,01,1,Hispanic,24,Male,New York,40.69844,-73.83113,Open/No arrest
20170124,2017,01,1,White,57,Male,New York,40.58742,-74.0977,Closed by arrest
20170124,2017,01,1,White,52,Male,New York,40.58742,-74.0977,Closed by arrest
20170125,2017,01,1,Black,53,Male,New York,40.64148,-73.96157,Closed by arrest
20170125,2017,01,1,Black,22,Male,New York,40.80714,-73.95288,Closed by arrest
20170126,2017,01,1,Hispanic,3,Male,New York,40.79409,-73.93681,Open/No arrest
20170126,2017,01,1,Black,4,Male,New York,40.66053,-73.91181,Closed by arrest
20170129,2017,01,1,Asian,33,Male,New York,40.74773,-73.98684,Closed by arrest
20170130,2017,01,1,Black,29,Male,New York,40.67967,-73.93614,Closed by arrest
20170202,2017,02,2,Hispanic,44,Male,New York,40.66431,-73.91862,Open/No arrest
20170202,2017,02,2,Hispanic,3,Male,New York,40.59562,-73.97632,Closed by arrest
20170202,2017,02,2,Black,46,Male,New York,40.81912,-73.91018,Closed by arrest
20170203,2017,02,2,Black,44,Male,New York,40.80427,-73.91929,Open/No arrest
20170204,2017,02,2,Black,28,Male,New York,40.74348,-73.874,Closed by arrest
20170205,2017,02,2,Black,22,Male,New York,40.63657,-73.90945,Open/No arrest
20170208,2017,02,2,Black,18,Male,New York,40.83309,-73.91631,Open/No arrest
20170208,2017,02,2,White,66,Male,New York,40.60932,-74.0129,Closed by arrest
20170211,2017,02,2,Black,41,Male,New York,40.66205,-73.89625,Closed by arrest
20170214,2017,02,2,Black,0,Female,New York,40.68508,-73.92799,Closed by arrest
20170215,2017,02,2,Black,58,Male,New York,40.65267,-73.89674,Open/No arrest
20170215,2017,02,2,Black,22,Male,New York,40.67844,-73.80408,Open/No arrest
20170215,2017,02,2,White,43,Male,New York,40.71627,-74.00689,Open/No arrest
20170217,2017,02,2,Hispanic,20,Male,New York,40.67378,-73.8696,Closed by arrest
20170217,2017,02,2,Black,40,Male,New York,40.80111,-73.93469,Closed by arrest
20170220,2017,02,2,Black,15,Male,New York,40.65628,-73.92602,Closed by arrest
20170221,2017,02,2,Black,69,Female,New York,40.69321,-73.79959,Closed by arrest
20170222,2017,02,2,Asian,44,Male,New York,40.83275,-73.82493,Closed by arrest
20170225,2017,02,2,Hispanic,24,Female,New York,40.83211,-73.94829,Closed by arrest
20170226,2017,02,2,Black,51,Male,New York,40.59621,-73.7647,Closed by arrest
20170227,2017,02,2,Black,78,Female,New York,40.64294,-73.93526,Closed by arrest
20170228,2017,02,2,Black,70,Male,New York,40.83039,-73.89403,Closed without arrest
20170302,2017,03,3,Black,36,Male,New York,40.86189,-73.89321,Open/No arrest
20170303,2017,03,3,Hispanic,43,Female,New York,40.82969,-73.92116,Closed by arrest
20170306,2017,03,3,White,45,Male,New York,40.73041,-73.95205,Closed by arrest
20170307,2017,03,3,Black,19,Male,New York,40.67967,-73.93614,Open/No arrest
20170311,2017,03,3,White,77,Male,New York,40.65928,-73.93412,Closed by arrest
20170312,2017,03,3,Black,27,Male,New York,40.85111,-73.93526,Open/No arrest
20170314,2017,03,3,Hispanic,39,Male,New York,40.8205,-73.82129,Closed by arrest
20170315,2017,03,3,Black,19,Male,New York,40.64932,-73.91476,Closed by arrest
20170316,2017,03,3,Hispanic,50,Male,New York,40.67216,-73.76661,Closed by arrest
20170316,2017,03,3,Hispanic,44,Male,New York,40.82843,-73.86068,Closed by arrest
20170316,2017,03,3,Black,30,Male,New York,40.82093,-73.94332,Open/No arrest
20170319,2017,03,3,Black,22,Male,New York,40.70878,-73.9226,Closed by arrest
20170320,2017,03,3,Hispanic,1,Female,New York,40.57508,-74.09622,Closed by arrest
20170320,2017,03,3,Black,66,Male,New York,40.75438,-73.99559,Closed by arrest
20170323,2017,03,3,Black,70,Female,New York,40.66806,-73.93537,Closed by arrest
20170327,2017,03,3,Black,21,Female,New York,40.82309,-73.90299,Closed by arrest
20170329,2017,03,3,Black,46,Male,New York,40.87433,-73.87934,Closed by arrest
20170329,2017,03,3,Black,23,Male,New York,40.68184,-73.76588,Open/No arrest
20170330,2017,03,3,White,59,Male,New York,0,0,Open/No arrest
20170331,2017,03,3,Black,42,Male,New York,40.63278,-74.14682,Closed by arrest
20170401,2017,04,4,Hispanic,26,Male,New York,40.65004,-73.95581,Closed by arrest
20170402,2017,04,4,Hispanic,26,Female,New York,40.87923,-73.86261,Open/No arrest
20170404,2017,04,4,Black,27,Male,New York,40.62385,-74.08198,Closed by arrest
20170409,2017,04,4,Black,41,Male,New York,40.68962,-73.96015,Closed by arrest
20170410,2017,04,4,Hispanic,53,Male,New York,40.70713,-73.96661,Closed by arrest
20170411,2017,04,4,Hispanic,56,Male,New York,40.8268,-73.89141,Closed by arrest
20170411,2017,04,4,Black,68,Female,New York,40.65823,-73.92068,Closed by arrest
20170411,2017,04,4,Black,28,Male,New York,40.70926,-73.94608,Closed by arrest
20170411,2017,04,4,Black,21,Male,New York,40.84709,-73.8867,Closed by arrest
20170411,2017,04,4,Black,20,Male,New York,40.64732,-73.95417,Open/No arrest
20170413,2017,04,4,Hispanic,1,Female,New York,40.67596,-74.00335,Closed by arrest
20170413,2017,04,4,Black,28,Male,New York,40.66194,-73.92103,Open/No arrest
20170416,2017,04,4,Black,27,Male,New York,40.84265,-73.91299,Closed by arrest
20170416,2017,04,4,Black,23,Male,New York,40.6348,-73.91838,Open/No arrest
20170418,2017,04,4,Black,30,Male,New York,40.67619,-73.94434,Closed by arrest
20170422,2017,04,4,Black,37,Male,New York,40.59815,-73.7669,Open/No arrest
20170425,2017,04,4,Black,59,Female,New York,40.74693,-73.99359,Closed by arrest
20170427,2017,04,4,Hispanic,24,Male,New York,40.7886,-73.97612,Open/No arrest
20170428,2017,04,4,Black,22,Male,New York,40.70903,-73.94092,Closed by arrest
20170428,2017,04,4,Black,41,Male,New York,40.88595,-73.82259,Closed by arrest
20170429,2017,04,4,White,27,Male,New York,40.6341,-73.95797,Closed by arrest
20170501,2017,05,5,Hispanic,45,Male,New York,40.65867,-73.76771,Open/No arrest
20170501,2017,05,5,Black,28,Male,New York,40.63548,-73.89156,Closed by arrest
20170501,2017,05,5,Black,41,Female,New York,40.65838,-73.87543,Closed without arrest
20170505,2017,05,5,Hispanic,57,Male,New York,40.69847,-73.91777,Open/No arrest
20170505,2017,05,5,Black,47,Male,New York,40.68905,-73.95862,Open/No arrest
20170509,2017,05,5,Black,24,Female,New York,40.79189,-73.94752,Closed by arrest
20170512,2017,05,5,Unknown,44,Male,New York,40.8128,-73.94366,Closed by arrest
20170514,2017,05,5,Black,38,Male,New York,40.66417,-73.75168,Open/No arrest
20170515,2017,05,5,Black,38,Male,New York,40.79862,-73.95228,Closed by arrest
20170515,2017,05,5,Black,38,Male,New York,40.75568,-73.94804,Open/No arrest
20170516,2017,05,5,Asian,37,Male,New York,40.6787,-73.88858,Closed by arrest
20170518,2017,05,5,Hispanic,69,Male,New York,40.86629,-73.92031,Closed by arrest
20170518,2017,05,5,Hispanic,23,Male,New York,40.68602,-73.85366,Open/No arrest
20170518,2017,05,5,White,18,Female,New York,40.75604,-73.98695,Closed by arrest
20170520,2017,05,5,Black,24,Male,New York,40.84934,-73.91793,Closed by arrest
20170521,2017,05,5,Hispanic,16,Male,New York,40.76016,-73.76742,Open/No arrest
20170521,2017,05,5,Black,35,Male,New York,40.64287,-73.93623,Open/No arrest
20170524,2017,05,5,Black,29,Male,New York,40.70369,-73.93988,Closed by arrest
20170526,2017,05,5,Hispanic,30,Female,New York,40.57999,-74.00273,Closed by arrest
20170527,2017,05,5,Black,28,Male,New York,40.67604,-73.80103,Closed by arrest
20170527,2017,05,5,Black,21,Male,New York,40.65,-73.93215,Open/No arrest
20170528,2017,05,5,Hispanic,62,Male,New York,40.67609,-73.96131,Open/No arrest
20170530,2017,05,5,Hispanic,39,Male,New York,40.76163,-73.80382,Closed by arrest
20170531,2017,05,5,Black,66,Male,New York,40.81928,-73.85439,Closed by arrest
20170531,2017,05,5,Black,18,Male,New York,40.88352,-73.85608,Open/No arrest
20170531,2017,05,5,Black,45,Male,New York,40.83214,-73.84951,Open/No arrest
20170602,2017,06,6,Hispanic,26,Male,New York,40.69569,-73.93114,Closed by arrest
20170603,2017,06,6,Black,26,Male,New York,40.64831,-73.89554,Closed by arrest
20170603,2017,06,6,Black,22,Male,New York,40.82722,-73.87981,Closed by arrest
20170609,2017,06,6,Hispanic,24,Male,New York,40.83995,-73.87655,Open/No arrest
20170609,2017,06,6,Black,17,Male,New York,40.68701,-73.91768,Open/No arrest
20170609,2017,06,6,Black,30,Male,New York,40.69678,-73.7785,Open/No arrest
20170615,2017,06,6,Black,3,Male,New York,40.68952,-73.83664,Closed by arrest
20170617,2017,06,6,Black,26,Male,New York,40.67095,-73.92109,Closed by arrest
20170617,2017,06,6,Black,46,Male,New York,40.67743,-73.92928,Closed by arrest
20170618,2017,06,6,Black,1,Female,New York,40.57186,-73.99788,Closed by arrest
20170618,2017,06,6,Black,47,Male,New York,40.58996,-73.80958,Closed by arrest
20170619,2017,06,6,White,20,Male,New York,40.66212,-73.98391,Closed by arrest
20170619,2017,06,6,White,57,Male,New York,40.70417,-73.99061,Open/No arrest
20170621,2017,06,6,Black,29,Male,New York,40.66649,-73.92162,Closed by arrest
20170623,2017,06,6,Black,27,Male,New York,40.6639,-73.88058,Closed by arrest
20170623,2017,06,6,Black,23,Female,New York,40.6639,-73.88058,Closed by arrest
20170624,2017,06,6,Asian,50,Male,New York,40.67439,-73.88794,Open/No arrest
20170625,2017,06,6,Black,34,Male,New York,40.80964,-73.89004,Closed by arrest
20170626,2017,06,6,Asian,26,Male,New York,40.69272,-73.82928,Closed by arrest
20170629,2017,06,6,Black,22,Male,New York,40.8345,-73.91337,Open/No arrest
20170630,2017,06,6,Asian,32,Male,New York,40.84376,-73.91175,Closed without arrest
20170630,2017,06,6,Black,19,Male,New York,40.61433,-74.08582,Closed by arrest
20170630,2017,06,6,Black,31,Male,New York,40.81637,-73.86763,Open/No arrest
20170701,2017,07,7,Black,23,Male,New York,40.81572,-73.8645,Closed by arrest
20170702,2017,07,7,Hispanic,32,Male,New York,40.70748,-73.78869,Open/No arrest
20170702,2017,07,7,Black,48,Male,New York,40.66776,-73.92983,Open/No arrest
20170703,2017,07,7,Black,55,Female,New York,40.68675,-73.94604,Closed by arrest
20170705,2017,07,7,Hispanic,48,Female,New York,40.8581,-73.90191,Closed without arrest
20170705,2017,07,7,Black,28,Female,New York,40.69933,-73.78649,Closed by arrest
20170705,2017,07,7,Black,28,Male,New York,40.69933,-73.78649,Closed by arrest
20170705,2017,07,7,Black,51,Male,New York,40.86021,-73.89289,Closed by arrest
20170705,2017,07,7,Black,22,Male,New York,40.879,-73.86459,Closed by arrest
20170707,2017,07,7,Black,25,Male,New York,40.81722,-73.95347,Closed by arrest
20170707,2017,07,7,Black,20,Male,New York,40.87817,-73.84445,Open/No arrest
20170708,2017,07,7,Hispanic,56,Male,New York,40.84587,-73.91589,Open/No arrest
20170710,2017,07,7,Hispanic,53,Male,New York,40.8069,-73.91556,Open/No arrest
20170710,2017,07,7,Black,3,Male,New York,40.88497,-73.89129,Open/No arrest
20170710,2017,07,7,Black,2,Female,New York,40.88497,-73.89129,Open/No arrest
20170711,2017,07,7,Black,20,Male,New York,40.64937,-73.96087,Open/No arrest
20170712,2017,07,7,Black,21,Female,New York,40.68807,-73.93457,Closed by arrest
20170712,2017,07,7,Black,29,Female,New York,40.68807,-73.93457,Closed by arrest
20170713,2017,07,7,Black,22,Male,New York,40.65166,-73.91737,Closed by arrest
20170713,2017,07,7,Black,31,Male,New York,40.8066,-73.91186,Open/No arrest
20170713,2017,07,7,White,55,Male,New York,40.67639,-73.84353,Closed by arrest
20170714,2017,07,7,Black,28,Male,New York,40.61004,-73.75359,Closed by arrest
20170714,2017,07,7,Black,42,Male,New York,40.6532,-73.96621,Closed by arrest
20170715,2017,07,7,Black,32,Female,New York,40.73611,-73.98065,Closed by arrest
20170716,2017,07,7,Black,26,Male,New York,40.76063,-73.93609,Open/No arrest
20170717,2017,07,7,Hispanic,19,Male,New York,40.64459,-73.89267,Open/No arrest
20170717,2017,07,7,Black,70,Female,New York,40.6478,-73.89438,Closed by arrest
20170720,2017,07,7,Hispanic,47,Female,New York,40.84854,-73.8885,Open/No arrest
20170720,2017,07,7,Asian,55,Female,New York,40.80323,-73.91298,Closed without arrest
20170720,2017,07,7,Black,31,Male,New York,40.58106,-73.96421,Closed by arrest
20170722,2017,07,7,Black,26,Male,New York,40.70102,-73.9848,Open/No arrest
20170723,2017,07,7,Black,33,Male,New York,40.69433,-73.93512,Closed by arrest
20170725,2017,07,7,Hispanic,25,Male,New York,40.88683,-73.82011,Closed by arrest
20170725,2017,07,7,Black,27,Male,New York,40.656,-73.90436,Closed by arrest
20170725,2017,07,7,Black,35,Male,New York,40.66548,-73.74751,Closed by arrest
20170728,2017,07,7,Black,73,Male,New York,40.66341,-73.7567,Open/No arrest
20170730,2017,07,7,White,48,Male,New York,40.58749,-73.95877,Closed by arrest
20170731,2017,07,7,Black,38,Male,New York,40.83381,-73.90829,Open/No arrest
20170802,2017,08,8,Black,55,Male,New York,40.75176,-73.97373,Closed by arrest
20170807,2017,08,8,Black,34,Male,New York,40.88313,-73.86137,Closed by arrest
20170809,2017,08,8,White,52,Female,New York,40.6297,-74.0138,Closed by arrest
20170810,2017,08,8,Hispanic,31,Male,New York,40.63548,-74.1167,Open/No arrest
20170812,2017,08,8,Hispanic,24,Male,New York,40.73838,-73.88616,Closed by arrest
20170813,2017,08,8,Hispanic,44,Male,New York,40.82414,-73.91717,Closed by arrest
20170813,2017,08,8,White,23,Male,New York,40.62639,-73.91267,Closed by arrest
20170815,2017,08,8,Black,21,Female,New York,40.69955,-73.75647,Open/No arrest
20170818,2017,08,8,Black,21,Male,New York,40.69917,-73.79207,Closed by arrest
20170818,2017,08,8,White,42,Male,New York,40.72454,-73.94243,Closed by arrest
20170819,2017,08,8,Asian,42,Male,New York,40.69101,-73.81152,Open/No arrest
20170820,2017,08,8,Black,49,Male,New York,40.65655,-73.91851,Closed by arrest
20170822,2017,08,8,Black,35,Male,New York,40.82849,-73.90555,Closed by arrest
20170825,2017,08,8,Black,33,Male,New York,40.66424,-73.90843,Open/No arrest
20170827,2017,08,8,Black,28,Male,New York,40.64879,-73.92038,Closed by arrest
20170829,2017,08,8,Hispanic,33,Female,New York,40.83668,-73.9238,Open/No arrest
20170829,2017,08,8,Black,24,Male,New York,40.82124,-73.90435,Closed by arrest
20170902,2017,09,9,White,35,Male,New York,40.61378,-73.91645,Closed by arrest
20170903,2017,09,9,Hispanic,56,Male,New York,40.69526,-73.90086,Closed by arrest
20170903,2017,09,9,Black,49,Male,New York,40.67903,-73.95083,Open/No arrest
20170905,2017,09,9,Black,63,Female,New York,40.62705,-73.94449,Closed by arrest
20170906,2017,09,9,Black,21,Male,New York,40.84426,-73.88106,Closed by arrest
20170906,2017,09,9,Black,67,Male,New York,40.70396,-73.96315,Open/No arrest
20170910,2017,09,9,Hispanic,53,Female,New York,40.81999,-73.944,Closed without arrest
20170913,2017,09,9,Hispanic,17,Male,New York,40.79548,-73.94604,Open/No arrest
20170916,2017,09,9,Black,20,Male,New York,40.67198,-73.9575,Open/No arrest
20170917,2017,09,9,Hispanic,34,Female,New York,40.66785,-73.79203,Closed by arrest
20170920,2017,09,9,Hispanic,47,Male,New York,40.68488,-73.97955,Open/No arrest
20170920,2017,09,9,Black,58,Male,New York,40.79896,-73.95031,Open/No arrest
20170922,2017,09,9,Hispanic,46,Male,New York,40.82103,-73.9376,Closed by arrest
20170925,2017,09,9,Hispanic,44,Female,New York,40.82839,-73.90283,Closed by arrest
20170926,2017,09,9,Hispanic,39,Male,New York,40.87112,-73.89852,Closed by arrest
20170927,2017,09,9,Black,15,Male,New York,40.844,-73.88476,Closed by arrest
20170928,2017,09,9,Hispanic,53,Male,New York,40.85618,-73.90315,Open/No arrest
20170929,2017,09,9,Black,51,Male,New York,40.65246,-73.90895,Closed by arrest
20170929,2017,09,9,Black,49,Female,New York,40.67881,-73.83423,Closed by arrest
20170929,2017,09,9,Black,29,Male,New York,40.86433,-73.86739,Closed by arrest
20170930,2017,09,9,Hispanic,40,Male,New York,40.83314,-73.86563,Closed by arrest
20170930,2017,09,9,Black,51,Male,New York,40.63981,-74.11433,Open/No arrest
20170930,2017,09,9,Black,61,Male,New York,40.6823,-73.91299,Open/No arrest
20170930,2017,09,9,Black,18,Male,New York,40.80106,-73.95048,Open/No arrest
20171001,2017,10,10,Black,41,Male,New York,40.8608,-73.85752,Open/No arrest
20171005,2017,10,10,White,37,Male,New York,40.78451,-73.97548,Closed without arrest
20171006,2017,10,10,Hispanic,41,Male,New York,40.69587,-73.92401,Open/No arrest
20171007,2017,10,10,Black,34,Male,New York,40.68033,-73.93843,Open/No arrest
20171011,2017,10,10,Black,31,Female,New York,40.57475,-73.98712,Closed by arrest
20171012,2017,10,10,Hispanic,19,Male,New York,40.68313,-73.98743,Closed by arrest
20171012,2017,10,10,Black,24,Male,New York,40.75995,-73.87367,Open/No arrest
20171013,2017,10,10,Hispanic,20,Male,New York,40.85873,-73.90154,Closed by arrest
20171013,2017,10,10,Black,24,Male,New York,40.83435,-73.90847,Closed by arrest
20171018,2017,10,10,Black,23,Male,New York,40.68035,-73.93004,Open/No arrest
20171020,2017,10,10,Black,44,Male,New York,40.64048,-73.94846,Closed by arrest
20171021,2017,10,10,Hispanic,17,Male,New York,40.5779,-73.9601,Closed by arrest
20171021,2017,10,10,Black,36,Male,New York,40.84932,-73.91236,Open/No arrest
20171023,2017,10,10,Asian,64,Male,New York,40.68515,-73.84292,Closed by arrest
20171024,2017,10,10,Hispanic,63,Female,New York,40.86334,-73.92908,Closed by arrest
20171025,2017,10,10,Black,26,Male,New York,40.70141,-73.98381,Closed by arrest
20171028,2017,10,10,Black,28,Male,New York,40.62323,-74.14923,Open/No arrest
20171029,2017,10,10,Hispanic,43,Male,New York,40.84819,-73.93617,Closed by arrest
20171029,2017,10,10,Black,38,Female,New York,40.74016,-73.97657,Closed by arrest
20171029,2017,10,10,White,42,Female,New York,40.57559,-74.01071,Closed by arrest
20171031,2017,10,10,Hispanic,47,Male,New York,40.72905,-74.01072,Closed by arrest
20171031,2017,10,10,Hispanic,47,Male,New York,40.72905,-74.01072,Closed by arrest
20171031,2017,10,10,Hispanic,47,Male,New York,40.72905,-74.01072,Closed by arrest
20171031,2017,10,10,Hispanic,48,Male,New York,40.72905,-74.01072,Closed by arrest
20171031,2017,10,10,Hispanic,48,Male,New York,40.72905,-74.01072,Closed by arrest
20171031,2017,10,10,Hispanic,16,Male,New York,40.81637,-73.86763,Open/No arrest
20171031,2017,10,10,White,23,Male,New York,40.72905,-74.01072,Closed by arrest
20171031,2017,10,10,White,32,Male,New York,40.72905,-74.01072,Closed by arrest
20171031,2017,10,10,White,31,Female,New York,40.72905,-74.01072,Closed by arrest
20171101,2017,11,11,Hispanic,22,Female,New York,40.82789,-73.87519,Closed by arrest
20171101,2017,11,11,Black,25,Male,New York,40.66569,-73.89862,Open/No arrest
20171101,2017,11,11,White,56,Female,New York,40.72882,-73.99007,Closed by arrest
20171103,2017,11,11,Hispanic,22,Male,New York,40.88902,-73.8642,Closed by arrest
20171103,2017,11,11,Black,23,Male,New York,40.724,-73.97582,Closed by arrest
20171103,2017,11,11,Black,23,Male,New York,40.67152,-73.76004,Open/No arrest
20171104,2017,11,11,Black,16,Male,New York,40.65691,-73.88509,Open/No arrest
20171104,2017,11,11,Black,38,Male,New York,40.66111,-73.76692,Open/No arrest
20171107,2017,11,11,Hispanic,17,Female,New York,40.57391,-74.00049,Closed by arrest
20171109,2017,11,11,Asian,58,Male,New York,40.62715,-74.00749,Closed by arrest
20171109,2017,11,11,Asian,56,Female,New York,40.62715,-74.00749,Closed by arrest
20171109,2017,11,11,White,65,Male,New York,40.63933,-74.02355,Closed by arrest
20171111,2017,11,11,Hispanic,27,Male,New York,40.8484,-73.8932,Open/No arrest
20171113,2017,11,11,Black,39,Male,New York,40.68224,-73.7942,Closed by arrest
20171118,2017,11,11,Hispanic,22,Male,New York,40.74687,-73.87716,Open/No arrest
20171120,2017,11,11,Black,33,Male,New York,40.82093,-73.91002,Closed by arrest
20171121,2017,11,11,Black,38,Male,New York,40.64437,-73.87799,Closed by arrest
20171124,2017,11,11,Black,20,Male,New York,40.70009,-73.94079,Closed by arrest
20171127,2017,11,11,Asian,63,Female,New York,40.63974,-74.11322,Closed by arrest
20171130,2017,11,11,Hispanic,45,Female,New York,40.82909,-73.91351,Closed by arrest
20171202,2017,12,12,Hispanic,40,Male,New York,40.63898,-74.17125,Closed by arrest
20171202,2017,12,12,Black,20,Male,New York,40.76005,-73.93714,Closed by arrest
20171202,2017,12,12,Black,30,Male,New York,40.66252,-73.92701,Open/No arrest
20171203,2017,12,12,Hispanic,27,Male,New York,40.8462,-73.93845,Open/No arrest
20171203,2017,12,12,Asian,23,Male,New York,40.68889,-73.81735,Closed by arrest
20171207,2017,12,12,Hispanic,17,Male,New York,40.68303,-73.91314,Open/No arrest
20171210,2017,12,12,Black,37,Male,New York,40.6344,-73.94153,Closed by arrest
20171210,2017,12,12,Black,29,Male,New York,40.70135,-73.76628,Closed by arrest
20171211,2017,12,12,Hispanic,61,Male,New York,40.85407,-73.90478,Closed by arrest
20171212,2017,12,12,Hispanic,25,Male,New York,40.74259,-73.88503,Open/No arrest
20171212,2017,12,12,Asian,80,Male,New York,40.66136,-73.87926,Closed by arrest
20171214,2017,12,12,Black,49,Male,New York,40.79829,-73.94187,Closed by arrest
20171216,2017,12,12,Hispanic,28,Male,New York,40.81973,-73.84819,Open/No arrest
20171216,2017,12,12,Hispanic,48,Male,New York,40.80118,-73.96146,Open/No arrest
20171216,2017,12,12,Black,39,Male,New York,40.70979,-73.75126,Open/No arrest
20171216,2017,12,12,Black,32,Male,New York,40.67074,-73.93372,Open/No arrest
20171216,2017,12,12,Black,24,Male,New York,40.67965,-73.92539,Open/No arrest
20171219,2017,12,12,Hispanic,27,Male,New York,40.76016,-73.98395,Closed by arrest
20171219,2017,12,12,Black,20,Male,New York,40.69383,-73.82211,Closed by arrest
20171220,2017,12,12,Hispanic,19,Male,New York,40.71124,-73.95777,Open/No arrest
20171221,2017,12,12,Black,19,Male,New York,40.68675,-73.94604,Open/No arrest
20171221,2017,12,12,White,35,Female,New York,40.62946,-74.14431,Closed by arrest
20171226,2017,12,12,Hispanic,16,Male,New York,40.83797,-73.91595,Closed by arrest
20171227,2017,12,12,Hispanic,31,Male,New York,40.84651,-73.92099,Open/No arrest
20171227,2017,12,12,White,22,Female,New York,40.67196,-73.93962,Closed by arrest
20171227,2017,12,12,White,74,Male,New York,40.75492,-73.97248,Open/No arrest
20171228,2017,12,12,Black,16,Male,New York,40.84561,-73.85884,Closed by arrest
20171229,2017,12,12,Unknown,38,Unknown,New York,40.81173,-73.89158,Open/No arrest
,,,,,,,,,,
